year,regional_schlüssel,Austotal,Deutotal,Deu15_20,Aus15_20,Deu21_25,Aus21_25,Deu26_30,Aus26_30,Deu31_35,Aus31_35,Deu36_40,Aus36_40,Deu41_45,Aus41_45,Deu46_50,Aus46_50
2002,5154012,159,250,114,13,15,37,21,83,4,81,1,4,0,0,4,32
2002,5154016,36,279,4,21,9,43,10,85,10,95,1,4,1,0,1,31
2002,5154020,8,104,0,3,1,22,3,28,4,41,0,0,0,0,0,10
2002,5154024,14,116,0,7,2,23,11,36,1,40,0,0,0,0,0,10
2002,5154028,9,98,0,2,4,14,4,28,0,43,0,1,0,0,1,10
2002,5154032,25,246,2,17,5,37,10,78,5,79,1,7,0,0,2,28
2002,5154036,61,451,3,150,13,63,22,83,19,113,0,8,0,0,4,34
2002,5154040,7,70,1,1,1,9,1,18,3,35,0,1,0,0,1,6
2002,5154044,17,200,0,10,5,38,4,64,6,64,1,6,0,0,1,18
2002,5154048,4,55,1,0,0,6,1,20,0,24,0,1,0,0,2,4
2002,5154052,24,129,0,5,6,18,9,36,7,51,1,3,0,0,1,16
2002,5154056,4,75,0,4,0,9,0,22,4,26,0,0,0,0,0,14
2002,5154060,7,55,1,0,1,8,1,16,2,23,1,1,0,0,1,7
2002,5154064,18,92,3,8,3,19,5,27,5,25,0,4,0,1,2,8
2002,5158004,105,325,6,13,24,60,36,75,29,116,4,11,0,0,6,50
2002,5158008,63,185,4,12,19,26,20,36,15,71,1,14,0,0,4,26
2002,5158012,62,176,5,10,16,33,30,40,7,61,1,5,0,0,3,27
2002,5158016,100,388,8,28,24,60,42,88,15,143,2,19,0,0,9,50
2002,5158020,73,351,4,13,20,44,23,87,18,143,0,20,0,1,8,43
2002,5158024,62,257,8,13,19,33,19,55,11,108,1,12,0,1,4,35
2002,5158026,85,277,8,21,30,43,23,68,18,104,2,8,0,0,4,33
2002,5158028,162,662,11,31,47,64,50,158,37,281,6,30,0,1,11,97
2002,5158032,217,680,25,147,54,101,74,163,47,187,5,20,0,0,12,62
2002,5158036,42,124,3,5,14,18,14,44,9,36,1,4,0,0,1,17
2002,5162004,135,473,6,22,47,71,39,133,34,169,2,17,0,0,7,61
2002,5162008,113,452,5,23,35,85,36,124,21,147,2,8,0,1,14,64
2002,5162012,20,163,2,6,5,21,7,50,2,54,1,9,0,0,3,23
2002,5162016,62,301,4,8,19,33,24,69,11,134,2,4,0,1,2,52
2002,5162020,33,261,6,7,9,27,6,66,9,105,0,10,0,0,3,46
2002,5162022,105,368,7,4,18,25,35,82,26,178,5,19,0,0,14,60
2002,5162024,391,1090,46,63,115,182,117,276,76,368,7,35,0,1,30,165
2002,5162028,10,100,1,7,4,10,1,29,3,42,0,1,0,0,1,11
2002,5166004,11,115,1,3,1,22,6,42,3,35,0,1,0,1,0,11
2002,5166008,10,121,0,2,2,20,8,38,0,38,0,4,0,0,0,19
2002,5166012,32,248,0,15,4,24,15,60,7,106,1,7,0,0,5,36
2002,5166016,52,333,3,16,15,55,17,106,13,115,1,9,0,1,3,31
2002,5166020,14,114,0,5,3,18,6,29,3,37,0,5,0,0,2,20
2002,5166024,22,160,1,5,5,19,10,38,3,66,0,1,1,0,2,31
2002,5166028,32,241,1,9,8,32,6,77,13,93,1,3,0,0,3,27
2002,5166032,121,672,8,160,44,91,41,146,21,188,1,17,0,0,6,70
2002,5166036,57,398,2,13,21,59,14,101,14,156,2,12,0,0,4,57
2002,5170004,4,115,1,6,0,13,0,36,2,43,0,4,0,0,1,13
2002,5170008,106,476,10,28,37,91,37,142,18,159,0,9,0,0,4,47
2002,5170012,14,332,1,122,4,42,7,65,2,66,0,9,0,0,0,28
2002,5170016,6,70,0,1,1,3,1,28,3,25,1,1,0,0,0,12
2002,5170020,87,248,7,13,32,62,29,68,15,83,1,0,0,0,3,22
2002,5170024,180,674,12,37,69,110,50,177,34,227,2,14,0,1,13,108
2002,5170028,29,186,5,13,12,38,6,47,3,62,0,6,0,0,3,20
2002,5170032,28,247,3,8,6,27,9,73,7,100,1,8,0,0,2,31
2002,5170036,16,99,0,2,7,9,6,31,1,36,0,2,0,0,2,19
2002,5170040,4,84,0,4,1,9,2,26,1,32,0,1,0,0,0,12
2002,5170044,47,261,6,17,12,42,17,82,5,81,0,3,0,1,7,35
2002,5170048,91,448,12,31,18,93,35,114,19,152,1,16,0,0,6,42
2002,5170052,15,142,2,14,3,23,8,35,2,48,0,3,0,0,0,19
2002,5313000,606,1687,40,82,140,227,206,408,139,646,14,60,5,2,62,262
2002,5314000,935,2271,170,92,191,254,265,539,204,876,24,91,0,0,81,419
2002,5315000,3196,6824,421,545,815,825,1028,1607,643,2506,49,259,4,5,236,1077
2002,5316000,385,1045,24,63,133,174,127,299,68,348,6,33,1,0,26,128
2002,5334002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,5334004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,5334008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,5334012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,5334016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,5334020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,5334024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,5334028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,5334032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,5334036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,5354004,111,308,9,25,32,65,43,86,21,98,0,10,0,0,6,24
2002,5354008,66,202,9,17,22,36,20,69,12,55,0,5,1,0,2,20
2002,5354012,185,402,118,35,19,81,28,118,15,110,0,13,0,0,5,45
2002,5354016,75,362,9,20,16,59,24,90,19,143,1,4,1,0,5,46
2002,5354020,8,79,0,1,2,7,3,22,3,34,0,2,0,0,0,13
2002,5354024,10,68,0,1,4,4,4,19,1,29,0,2,0,1,1,12
2002,5354028,12,124,1,2,2,14,1,45,7,46,0,3,0,0,1,14
2002,5354032,109,426,14,20,40,69,28,121,21,157,1,11,0,0,5,48
2002,5354036,65,307,1,18,12,41,27,95,16,110,2,7,0,0,7,36
2002,5358004,18,92,1,4,3,12,4,25,9,35,0,2,0,0,1,14
2002,5358008,247,633,20,62,81,133,74,184,54,186,7,14,0,1,11,53
2002,5358012,2,30,0,2,1,3,0,12,1,8,0,1,0,0,0,4
2002,5358016,5,66,1,3,2,12,0,17,1,25,0,3,0,0,1,6
2002,5358020,10,69,5,1,2,13,2,22,0,28,0,1,0,0,1,4
2002,5358024,54,245,3,15,19,39,18,52,12,90,1,9,0,0,1,40
2002,5358028,21,130,2,5,3,24,9,44,4,38,0,2,0,0,3,17
2002,5358032,11,102,0,3,2,12,5,31,2,39,1,4,0,0,1,13
2002,5358036,8,102,0,9,1,23,4,28,1,31,1,4,0,0,1,7
2002,5358040,11,82,0,3,3,14,3,26,5,25,0,4,0,0,0,10
2002,5358044,5,91,0,2,2,18,1,27,1,29,0,1,0,0,1,14
2002,5358048,11,113,1,10,4,18,1,31,3,41,0,2,0,0,2,11
2002,5358052,10,91,0,5,4,11,4,27,2,34,0,2,0,0,0,12
2002,5358056,5,63,0,1,3,9,1,15,1,24,0,1,0,0,0,13
2002,5358060,5,85,1,3,3,8,1,32,0,31,0,1,0,0,0,10
2002,5362004,54,163,4,14,21,28,10,46,16,45,1,5,0,0,2,25
2002,5362008,184,412,18,35,60,91,57,95,30,139,5,9,0,0,14,43
2002,5362012,102,298,15,20,18,32,39,79,20,113,4,11,0,0,6,43
2002,5362016,46,262,5,121,11,32,12,43,14,48,1,4,0,0,3,14
2002,5362020,47,352,2,9,14,54,20,74,7,143,1,14,0,0,3,58
2002,5362024,105,423,6,134,29,47,42,81,21,116,2,4,0,1,5,40
2002,5362028,96,341,7,14,23,60,33,84,26,127,2,15,0,0,5,41
2002,5362032,148,453,14,27,40,79,41,116,33,157,4,15,1,1,15,58
2002,5362036,62,353,5,9,13,32,24,73,13,159,2,12,0,1,5,67
2002,5362040,96,231,5,19,28,39,32,63,21,76,1,10,1,0,8,24
2002,5366004,18,136,1,4,3,22,6,43,4,39,3,7,0,0,1,21
2002,5366008,3,172,0,114,1,7,2,19,0,23,0,4,0,0,0,5
2002,5366012,0,36,0,1,0,3,0,12,0,15,0,0,0,0,0,5
2002,5366016,80,549,6,145,19,98,29,113,18,131,0,9,0,0,8,53
2002,5366020,2,66,0,5,0,11,0,22,1,21,1,1,0,0,0,6
2002,5366024,11,213,1,115,4,15,3,38,2,31,0,4,0,0,1,10
2002,5366028,20,219,1,18,11,45,6,52,2,66,0,9,0,0,0,29
2002,5366032,4,55,1,0,1,9,0,21,2,16,0,3,0,0,0,6
2002,5366036,8,114,0,9,3,28,4,27,1,35,0,3,0,0,0,12
2002,5366040,12,118,0,10,1,16,6,39,4,42,0,1,0,0,1,10
2002,5366044,8,156,1,5,2,51,1,40,2,38,0,4,1,0,1,18
2002,5370004,39,277,2,8,13,49,12,87,10,82,0,8,0,0,2,43
2002,5370008,23,94,2,5,4,14,5,31,8,32,1,2,0,0,3,10
2002,5370012,44,181,7,14,8,40,12,50,12,50,0,2,0,0,5,25
2002,5370016,73,322,2,27,24,58,23,103,17,88,2,5,0,1,5,40
2002,5370020,107,275,15,23,25,67,41,75,17,78,0,7,0,0,9,25
2002,5370024,14,64,0,6,3,11,4,21,6,19,0,1,0,0,1,6
2002,5370028,48,190,4,17,21,42,15,63,5,54,0,3,0,0,3,11
2002,5370032,9,70,0,2,1,6,4,24,3,25,0,1,0,0,1,12
2002,5370036,12,118,3,10,5,16,3,37,0,40,0,1,0,0,1,14
2002,5370040,27,207,2,6,9,30,5,49,8,84,0,4,0,0,3,34
2002,5374004,59,128,1,8,17,31,23,42,13,30,0,6,0,1,5,10
2002,5374008,36,151,4,8,7,24,15,42,6,52,2,3,0,0,2,22
2002,5374012,104,520,8,128,34,101,33,123,20,109,1,12,0,0,8,47
2002,5374016,12,131,0,5,3,27,6,32,1,45,0,8,0,0,2,14
2002,5374020,29,190,2,8,10,36,6,58,9,59,2,4,0,0,0,25
2002,5374024,18,108,0,4,7,29,7,35,4,29,0,3,0,0,0,8
2002,5374028,16,100,2,9,3,27,4,30,3,26,1,0,0,1,3,7
2002,5374032,21,133,3,8,9,19,5,40,3,34,0,4,0,0,1,28
2002,5374036,48,151,2,5,14,33,13,51,14,47,3,4,0,0,2,11
2002,5374040,28,177,0,13,6,36,15,56,6,45,0,3,0,0,1,24
2002,5374044,23,194,2,16,11,57,7,62,3,39,0,2,0,0,0,18
2002,5374048,18,221,2,15,4,41,6,75,5,68,0,6,0,0,1,16
2002,5374052,37,178,3,10,11,31,10,49,7,64,2,4,0,0,4,20
2002,5378004,174,738,7,20,48,68,66,160,37,323,2,35,0,1,14,131
2002,5378008,56,121,6,8,14,15,21,30,12,54,0,4,0,0,3,10
2002,5378012,19,181,0,4,1,27,11,60,3,54,0,8,1,1,3,27
2002,5378016,33,205,2,4,8,20,8,60,12,83,0,3,0,0,3,35
2002,5378020,16,106,1,0,3,8,4,24,4,51,0,4,0,0,4,19
2002,5378024,38,244,4,12,9,24,11,69,8,104,2,11,0,0,4,24
2002,5378028,36,203,1,7,7,21,11,39,10,92,2,5,0,0,5,39
2002,5378032,72,264,6,14,14,24,32,77,14,110,2,3,0,0,4,36
2002,5382004,30,189,4,5,7,31,10,46,8,65,0,10,0,0,1,32
2002,5382008,50,167,1,9,16,17,15,37,10,64,2,2,0,0,6,38
2002,5382012,63,387,4,19,16,56,20,100,18,140,0,9,0,0,5,63
2002,5382016,32,135,4,5,8,28,9,34,8,49,0,2,0,0,3,17
2002,5382020,50,426,3,17,18,73,12,108,12,149,1,8,0,0,4,71
2002,5382024,74,299,7,6,19,38,23,63,17,119,4,18,0,0,4,55
2002,5382028,34,221,3,3,10,33,8,47,10,86,1,9,0,0,2,43
2002,5382032,47,126,3,2,15,16,12,27,8,48,2,6,0,0,7,27
2002,5382036,6,116,0,4,1,15,3,33,0,40,0,7,0,0,2,17
2002,5382040,21,158,1,4,3,29,8,40,7,54,1,8,0,0,1,23
2002,5382044,66,285,7,5,11,33,25,86,18,106,0,10,0,0,5,45
2002,5382048,23,169,0,3,11,21,11,50,1,63,0,7,0,0,0,25
2002,5382052,10,88,1,4,2,13,4,30,3,26,0,1,0,0,0,14
2002,5382056,102,386,14,20,27,71,30,92,23,130,1,17,0,0,7,56
2002,5382060,81,288,4,15,30,63,23,80,17,81,2,9,0,0,5,40
2002,5382064,15,142,0,4,1,32,5,41,8,51,0,3,0,0,1,11
2002,5382068,222,536,18,32,55,102,80,157,40,167,5,13,0,1,24,64
2002,5382072,29,144,0,7,8,18,4,40,9,51,2,7,0,0,6,21
2002,5382076,6,138,1,8,0,28,2,32,2,51,1,3,0,0,0,16
2002,5512000,217,773,26,43,64,150,80,210,31,257,2,16,0,0,14,97
2002,5513000,701,1902,74,361,242,354,234,528,115,460,8,38,0,1,28,160
2002,5515000,419,2196,28,201,115,265,126,481,95,841,17,67,0,2,38,339
2002,5554004,39,419,5,14,14,48,10,113,6,192,1,7,0,0,3,45
2002,5554008,85,627,10,34,25,117,26,193,13,214,4,7,1,0,6,62
2002,5554012,36,395,1,18,12,54,11,110,10,162,0,10,0,0,2,41
2002,5554016,13,150,1,11,3,15,6,48,2,54,0,4,0,0,1,18
2002,5554020,81,380,15,27,24,76,19,101,21,128,1,8,0,0,1,40
2002,5554024,4,102,1,3,2,11,0,38,1,37,0,0,0,0,0,13
2002,5554028,6,74,3,2,2,14,1,28,0,20,0,5,0,0,0,5
2002,5554032,14,101,5,4,5,13,2,36,1,35,0,3,0,0,1,10
2002,5554036,5,76,0,2,1,11,1,19,2,41,0,1,0,0,1,2
2002,5554040,12,71,2,2,3,6,1,29,5,28,0,1,0,0,1,5
2002,5554044,11,127,0,1,0,17,4,47,4,44,0,3,0,0,3,15
2002,5554048,20,162,3,6,4,15,8,59,3,61,0,1,0,0,2,20
2002,5554052,135,75,112,5,6,11,11,17,6,33,0,2,0,0,0,7
2002,5554056,17,190,0,11,4,23,4,50,4,79,1,4,0,0,4,23
2002,5554060,5,84,1,2,1,10,3,26,0,40,0,0,0,0,0,6
2002,5554064,10,133,2,4,2,17,2,46,3,50,1,3,0,0,0,13
2002,5554068,18,225,2,11,3,25,2,70,9,94,0,1,0,0,2,24
2002,5558004,9,164,3,1,3,15,1,49,1,65,0,6,0,0,1,28
2002,5558008,7,124,0,1,2,6,3,48,1,55,1,5,0,0,0,9
2002,5558012,39,288,3,17,10,36,14,72,5,114,1,5,0,0,6,44
2002,5558016,28,444,5,25,6,66,9,139,3,152,1,12,0,1,4,49
2002,5558020,14,107,2,3,0,8,6,24,5,56,1,1,0,0,0,15
2002,5558024,24,205,0,7,9,18,9,64,5,90,0,3,0,0,1,23
2002,5558028,7,89,1,2,4,15,2,28,0,37,0,2,0,0,0,5
2002,5558032,22,177,3,8,7,22,6,45,3,69,0,1,0,0,3,32
2002,5558036,8,99,0,2,3,8,3,24,1,46,0,4,0,0,1,15
2002,5558040,6,122,1,4,2,7,3,46,0,53,0,2,0,0,0,10
2002,5558044,26,159,2,10,10,10,7,36,6,73,0,5,0,0,1,25
2002,5562004,105,517,12,39,34,105,34,128,19,174,0,12,0,0,6,59
2002,5562008,55,254,10,10,22,57,16,70,5,69,0,9,0,0,2,39
2002,5562012,96,578,9,32,36,104,28,178,15,194,0,13,0,0,8,57
2002,5562014,189,513,25,38,62,103,61,168,31,151,2,4,0,1,8,48
2002,5562016,18,278,3,6,4,21,6,84,4,131,1,4,0,0,0,32
2002,5562020,133,373,14,27,50,59,47,109,15,132,1,7,0,0,6,39
2002,5562024,139,651,19,174,47,99,41,160,26,145,1,12,0,0,5,61
2002,5562028,81,206,10,13,27,44,29,60,9,60,2,5,0,0,4,24
2002,5562032,255,802,37,47,70,166,100,223,37,265,4,18,0,0,7,83
2002,5562036,28,197,2,11,13,38,8,50,3,76,0,5,0,0,2,17
2002,5566004,7,103,0,3,3,4,2,30,1,45,0,2,0,0,1,19
2002,5566008,39,314,7,9,11,36,17,87,2,138,0,5,0,0,2,39
2002,5566012,57,289,4,14,15,52,22,71,12,112,1,10,0,0,3,30
2002,5566016,15,202,4,7,6,29,4,59,1,82,0,3,0,0,0,22
2002,5566020,3,92,0,6,0,6,3,26,0,37,0,1,0,0,0,16
2002,5566024,6,68,1,2,1,6,0,27,3,25,1,0,0,0,0,8
2002,5566028,58,442,4,25,17,65,24,141,9,168,2,6,0,0,2,37
2002,5566032,4,52,0,1,0,1,1,14,3,29,0,1,0,0,0,6
2002,5566036,9,76,1,2,3,11,0,18,5,33,0,2,0,0,0,10
2002,5566040,47,296,2,126,16,38,19,49,6,64,1,6,0,1,3,12
2002,5566044,1,78,0,1,1,6,0,37,0,24,0,2,0,0,0,8
2002,5566048,20,114,2,6,8,17,7,37,3,36,0,4,0,0,0,14
2002,5566052,3,72,0,4,1,13,1,20,1,31,0,1,0,0,0,3
2002,5566056,7,131,0,7,2,22,2,37,2,44,0,3,0,0,1,18
2002,5566060,10,135,0,4,7,11,1,46,2,57,0,2,0,0,0,15
2002,5566064,14,79,1,0,2,7,3,32,5,28,0,1,0,0,3,11
2002,5566068,29,167,4,9,9,20,10,48,4,73,0,5,0,0,2,12
2002,5566072,11,116,2,6,4,15,2,35,1,46,0,0,0,0,2,14
2002,5566076,77,569,8,29,16,96,33,167,13,217,2,11,1,0,4,49
2002,5566080,6,73,0,2,2,11,2,22,1,31,0,0,0,0,1,7
2002,5566084,34,273,5,7,13,32,10,92,6,112,0,5,0,0,0,25
2002,5566088,7,79,2,1,0,5,0,30,4,31,0,2,0,0,1,10
2002,5566092,5,74,0,4,2,11,0,23,2,29,0,1,0,0,1,6
2002,5566096,4,86,0,2,0,7,2,27,1,34,0,3,0,0,1,13
2002,5570004,165,385,15,23,62,88,61,122,20,104,2,14,0,2,5,32
2002,5570008,68,290,10,22,19,46,22,97,11,83,2,7,0,0,4,35
2002,5570012,8,62,1,4,4,9,3,22,0,23,0,1,0,0,0,3
2002,5570016,6,127,0,3,1,13,1,40,3,57,1,2,0,0,0,12
2002,5570020,24,174,0,9,13,24,6,53,4,67,1,4,0,0,0,17
2002,5570024,5,95,1,4,2,9,1,29,1,40,0,1,0,0,0,12
2002,5570028,44,251,3,13,14,32,19,65,6,102,0,2,0,0,2,37
2002,5570032,9,98,0,3,3,19,4,28,1,30,0,5,0,1,1,12
2002,5570036,15,139,1,8,3,19,4,39,5,55,1,6,0,1,1,11
2002,5570040,21,231,1,115,9,15,7,30,2,48,1,5,0,0,1,18
2002,5570044,18,173,1,5,6,16,5,54,2,73,4,4,0,0,0,21
2002,5570048,12,111,1,1,3,11,5,32,2,51,0,1,0,0,1,15
2002,5570052,66,456,6,126,22,49,18,118,17,118,0,5,0,0,3,40
2002,5711000,841,2382,82,98,256,456,270,668,160,748,13,74,3,5,57,333
2002,5754004,14,96,0,8,4,15,4,25,3,36,0,3,0,0,3,9
2002,5754008,193,747,21,42,52,148,69,210,39,236,2,19,0,0,10,92
2002,5754012,35,170,5,6,12,39,12,37,5,51,0,8,0,0,1,29
2002,5754016,37,256,7,16,9,51,13,60,6,105,0,5,0,0,2,19
2002,5754020,25,151,2,4,11,25,7,57,4,54,0,3,0,0,1,8
2002,5754024,8,76,0,4,5,13,3,19,0,34,0,0,0,0,0,6
2002,5754028,76,372,7,17,21,58,29,108,13,148,2,6,0,0,4,35
2002,5754032,41,277,3,9,11,37,17,80,6,118,2,7,0,0,2,26
2002,5754036,41,252,4,7,14,53,7,74,12,78,0,9,0,0,4,31
2002,5754040,30,180,2,7,7,25,14,52,5,68,1,5,0,0,1,23
2002,5754044,37,202,1,4,13,36,13,67,4,66,0,5,0,0,6,24
2002,5754048,38,157,4,9,11,31,12,53,11,51,0,2,0,0,0,11
2002,5754052,8,109,0,4,2,18,4,28,2,41,0,3,0,0,0,15
2002,5758004,54,441,10,133,21,64,9,100,11,89,2,10,0,0,1,45
2002,5758008,21,153,3,9,10,26,6,41,1,62,0,3,0,0,1,12
2002,5758012,138,505,16,33,36,110,48,149,28,142,2,14,0,0,8,57
2002,5758016,19,153,3,4,4,33,7,40,3,52,1,2,0,0,1,22
2002,5758020,12,140,1,4,5,32,4,49,0,38,0,6,0,0,2,11
2002,5758024,71,287,8,18,19,45,23,91,13,83,1,6,0,0,7,44
2002,5758028,6,90,0,0,1,10,2,22,3,43,0,2,0,0,0,13
2002,5758032,17,117,5,3,3,24,3,38,6,37,0,2,0,0,0,13
2002,5758036,20,154,1,8,8,25,5,38,5,63,0,5,0,0,1,15
2002,5762004,15,262,1,116,8,39,4,44,1,48,0,5,0,0,1,10
2002,5762008,19,106,0,6,10,19,6,42,1,31,0,3,0,0,2,5
2002,5762012,2,68,0,7,0,7,1,26,0,22,0,0,0,0,1,6
2002,5762016,23,161,0,12,6,34,10,58,5,36,1,2,0,0,1,19
2002,5762020,22,272,2,14,7,39,10,91,3,95,0,7,0,0,0,26
2002,5762024,4,60,0,0,0,11,1,22,3,20,0,1,0,0,0,6
2002,5762028,1,62,0,3,0,4,0,20,0,28,0,0,0,0,1,7
2002,5762032,18,129,0,9,10,24,4,39,3,37,0,6,0,0,1,14
2002,5762036,17,198,0,18,5,28,3,62,8,62,0,1,0,0,1,27
2002,5762040,4,82,0,11,2,21,2,22,0,15,0,2,0,0,0,11
2002,5766004,22,116,3,9,8,35,8,34,3,19,0,5,0,0,0,14
2002,5766008,93,423,11,22,38,86,26,129,10,133,0,9,0,2,8,42
2002,5766012,6,85,1,11,1,20,2,18,2,19,0,3,0,0,0,14
2002,5766016,12,156,0,8,4,35,4,45,3,40,0,8,0,1,1,19
2002,5766020,225,638,126,44,33,134,40,171,14,208,2,11,0,1,10,69
2002,5766024,6,90,0,4,0,18,4,20,2,31,0,2,0,0,0,15
2002,5766028,9,110,0,11,4,28,1,23,4,36,0,4,0,0,0,8
2002,5766032,36,255,3,120,10,23,10,42,8,53,2,3,0,0,3,14
2002,5766036,13,142,1,5,4,36,3,47,4,36,1,1,0,0,0,17
2002,5766040,33,375,4,26,11,84,17,97,1,110,0,16,0,3,0,39
2002,5766044,49,326,4,25,9,56,20,104,12,97,0,8,0,0,4,36
2002,5766048,12,126,1,7,3,18,6,39,1,41,1,5,0,0,0,16
2002,5766052,6,75,1,3,2,10,2,29,1,21,0,1,0,0,0,11
2002,5766056,20,162,1,9,5,20,6,48,5,64,0,6,1,0,2,15
2002,5766060,8,80,0,5,3,15,2,30,1,26,0,1,0,1,2,2
2002,5766064,7,72,0,9,1,19,3,14,2,20,0,1,0,0,1,9
2002,5770004,61,347,5,27,18,69,15,88,15,104,4,13,0,0,4,46
2002,5770008,35,257,2,25,14,71,13,68,4,69,1,4,0,0,1,20
2002,5770012,16,147,1,8,6,19,3,42,5,51,0,3,0,0,1,24
2002,5770016,8,117,2,7,2,18,3,35,1,34,0,3,0,0,0,20
2002,5770020,37,230,1,18,11,39,15,64,7,79,2,4,0,0,1,26
2002,5770024,129,643,21,60,32,134,42,175,21,191,2,14,0,1,11,68
2002,5770028,17,220,1,4,8,37,5,78,3,65,0,3,0,0,0,33
2002,5770032,19,302,1,21,7,51,5,87,3,106,0,10,0,0,3,27
2002,5770036,14,127,0,11,5,29,5,31,3,38,0,5,0,0,1,13
2002,5770040,11,129,1,6,3,29,3,39,4,36,0,7,0,0,0,12
2002,5770044,14,120,0,9,5,30,4,34,5,30,0,2,0,0,0,15
2002,5774004,6,91,0,2,4,19,2,23,0,29,0,4,0,0,0,14
2002,5774008,16,128,1,9,8,26,5,42,2,39,0,3,0,0,0,9
2002,5774012,14,148,2,6,4,25,5,46,2,46,1,4,0,0,0,21
2002,5774016,15,322,3,131,3,28,7,71,1,68,0,4,0,0,1,20
2002,5774020,31,338,5,16,14,53,8,103,2,116,1,13,0,0,1,37
2002,5774024,19,171,1,8,6,36,8,53,3,53,0,6,0,1,1,14
2002,5774028,3,101,0,9,0,6,0,27,3,46,0,5,0,0,0,8
2002,5774032,208,1253,13,74,63,267,74,364,40,387,3,29,0,1,15,131
2002,5774036,13,215,1,10,3,35,7,80,0,64,2,3,0,1,0,22
2002,5774040,11,123,0,5,8,23,2,45,1,32,0,4,0,0,0,14
2002,5911000,650,2398,66,130,168,434,240,636,136,856,6,57,2,2,32,283
2002,5913000,1479,3828,118,375,441,700,516,1039,287,1182,29,95,2,2,86,435
2002,5914000,653,1237,158,97,183,260,194,349,86,383,5,26,0,0,27,122
2002,5915000,417,1252,42,112,144,265,134,399,69,348,4,20,0,0,24,108
2002,5916000,416,1141,36,194,144,208,144,327,73,297,3,18,0,1,16,96
2002,5954004,6,69,1,1,2,10,2,21,0,26,1,3,0,0,0,8
2002,5954008,59,200,6,16,16,36,24,64,11,58,1,1,0,0,1,25
2002,5954012,71,211,7,8,24,30,21,57,14,87,0,3,0,0,5,26
2002,5954016,85,380,10,20,29,58,27,111,16,145,1,11,0,0,2,35
2002,5954020,30,184,2,14,6,19,8,43,13,81,1,4,0,0,0,23
2002,5954024,61,195,10,10,18,25,21,49,9,80,0,5,0,0,3,26
2002,5954028,22,182,1,0,4,15,8,42,5,91,1,3,0,0,3,31
2002,5954032,35,207,2,14,10,33,10,63,8,69,2,5,0,0,3,23
2002,5954036,151,638,14,37,56,115,51,174,22,235,2,18,0,0,6,59
2002,5958004,124,600,10,49,40,117,38,191,24,178,2,7,0,2,10,56
2002,5958008,28,94,2,9,7,20,8,27,7,29,2,1,0,0,2,8
2002,5958012,27,234,0,14,8,46,10,80,8,69,0,2,0,0,1,23
2002,5958016,7,89,0,0,4,20,1,28,1,32,0,0,0,0,1,9
2002,5958020,1,38,0,2,0,4,0,12,1,15,0,0,0,0,0,5
2002,5958024,16,172,1,10,6,28,6,64,3,55,0,3,0,0,0,12
2002,5958028,6,76,0,6,4,16,1,30,0,16,0,1,1,1,0,6
2002,5958032,70,269,8,18,20,42,24,78,12,90,1,11,0,1,5,29
2002,5958036,13,141,0,4,5,25,2,44,4,52,1,4,0,0,1,12
2002,5958040,28,231,2,7,8,35,15,83,3,82,0,6,0,0,0,18
2002,5958044,66,237,3,11,21,38,31,79,10,81,0,6,0,0,1,22
2002,5958048,7,114,2,8,1,15,3,39,1,37,0,6,0,0,0,9
2002,5962004,38,119,2,14,10,25,20,30,5,39,0,2,0,0,1,9
2002,5962008,15,104,2,10,1,18,7,19,5,42,0,2,0,0,0,13
2002,5962012,40,132,1,5,13,41,14,43,9,27,1,1,0,0,2,15
2002,5962016,81,264,6,23,27,51,28,78,14,82,1,10,0,0,5,20
2002,5962020,8,47,1,3,2,9,2,11,2,13,0,1,0,0,1,10
2002,5962024,240,693,25,47,79,147,62,200,45,221,6,17,0,0,23,61
2002,5962028,30,159,6,8,14,47,3,38,4,37,0,14,0,0,3,15
2002,5962032,235,553,19,40,79,128,74,167,52,153,2,14,0,0,9,51
2002,5962036,43,185,2,13,13,52,16,41,11,53,0,10,0,0,1,16
2002,5962040,100,414,9,18,36,74,30,120,20,157,1,4,1,1,3,40
2002,5962044,25,42,2,4,10,9,7,10,4,13,0,2,0,0,2,4
2002,5962048,30,103,5,10,11,16,7,32,4,34,1,2,0,0,2,9
2002,5962052,80,157,9,12,34,37,21,48,12,46,1,2,0,0,3,12
2002,5962056,18,88,1,6,6,15,6,26,4,28,0,1,0,0,1,12
2002,5962060,104,122,16,8,36,26,28,38,13,36,4,2,0,0,7,12
2002,5966004,57,182,3,6,22,31,19,62,6,59,0,3,0,0,7,21
2002,5966008,13,99,0,4,8,16,3,36,2,31,0,3,0,1,0,8
2002,5966012,38,148,3,8,16,28,12,45,6,46,0,1,0,0,1,20
